Gene Symbol,probe1,probe2,probe3,probe4,probe5,probe6,,probe1,probe2,probe3,probe4,probe5,probe6,,probe1,probe2,probe3,probe4,probe5,probe6
MDK,0.356414115,0.688762148,0.057074529,0.053316212,1.175867627,0.216897014,,0.314275037,0.690539823,0.054764701,0.041791661,1.009079969,0.208847597,,0.458262798,0.810625615,0.076527216,0.044297441,1.62014254,0.207107678
KLRC4,0.061583349,0.061832815,0.018223644,0.010307048,0.391285735,0.125876088,,0.057548121,0.062722522,0.01477335,0.011040655,0.347596284,0.12902031,,0.067492945,0.070096952,0.019232579,0.013089018,0.411174522,0.183933185
KLRD1,0.23903941,0.143536213,0.056549675,0.015745878,0.402729807,0.281882218,,0.159167042,0.107475056,0.038584816,0.013914916,0.253209586,0.182995541,,0.185063971,0.117524713,0.044797245,0.014902761,0.299521306,0.192998114
GDF10,0.076131504,0.107157156,0.040618205,0.015881931,0.336752822,0.136089129,,0.147572831,0.147955629,0.051603457,0.015409819,0.376788327,0.188511377,,0.331124508,0.524393133,0.104263337,0.027535614,1.063073399,0.124839783
GDF1,0.075264493,0.305774452,0.011313696,0.041622214,0.447198578,0.234300721,,0.106686697,0.242419172,0.016391707,0.030797428,0.39817554,0.320048376,,0.099477727,0.291445509,0.020913339,0.030180559,0.54106434,0.258970683
CX3CL1,0.084727195,0.086480685,0.012621582,0.012242545,0.286250961,0.090196666,,0.081186784,0.06171837,0.011089577,0.011144156,0.347619643,0.12155883,,0.337801827,0.388154148,0.047074703,0.025736023,1.393492325,0.131561713
GAS,0.084266303,0.163637218,0.05782027,0.018203184,0.371278227,0.097437357,,0.097641909,0.180414868,0.057571902,0.014455665,0.254392766,0.152789828,,0.21745482,0.23858176,0.052184091,0.022879532,0.7031588,0.135522317
CXCL11,0.106858167,0.216768593,0.029254561,0.023634487,0.31997358,0.14228872,,0.180368061,0.300974498,0.028655995,0.018319799,0.416613477,0.155032448,,0.438959549,0.891974904,0.081129428,0.041034414,1.478567703,0.207062604
GAB1,0.120266587,0.343099532,0.03319635,0.019711837,0.163877101,0.183534396,,0.14304166,0.408985057,0.046971673,0.017840575,0.156229405,0.242284851,,0.234976842,0.62119288,0.078650722,0.021835062,0.423717239,0.211472554
CXCL13,0.250725365,0.2766817,0.047226432,0.029493636,0.620929836,0.1413868,,0.372871175,0.37168287,0.054340952,0.030087401,0.962231079,0.169218875,,0.614232483,0.892754746,0.132980373,0.044814317,1.48309609,0.161733293
FSHB,0.083495564,0.146753776,0.057907519,0.011368876,0.317313828,0.105049058,,0.124880601,0.16436032,0.078257781,0.012356643,0.416114344,0.148449381,,0.312531648,0.492844831,0.111188592,0.02279548,1.419250503,0.110155463
CYFIP2,0.123589982,0.123996167,0.05460808,0.012646621,0.427083271,0.095749851,,0.149892101,0.132837729,0.056701413,0.013318769,0.553158213,0.141053615,,0.323181684,0.311377369,0.077650794,0.031070602,0.941545514,0.135684866
FRZB,0.100342391,0.092801597,0.022077722,0.015511867,0.444547346,0.154568567,,0.244324284,0.186367401,0.04895817,0.018396998,0.771996787,0.24425729,,0.478589203,0.686562085,0.112528383,0.025177849,2.061556623,0.265261684
DAG1,0.164747868,0.14776631,0.034459895,0.016743458,0.294912382,0.135329236,,0.221331101,0.251228339,0.046473312,0.021906693,0.62425057,0.202043949,,0.440558791,0.554187828,0.078320656,0.027071119,1.511835475,0.172787469
FRS3,0.108930474,0.116916239,0.021834373,0.018623533,0.249430349,0.121125713,,0.129588059,0.096354367,0.024737417,0.015205074,0.209591009,0.161931859,,0.261081588,0.251784021,0.045609133,0.026731848,0.563432549,0.122812079
DBI,0.115003654,0.328413263,0.039251795,0.019866796,0.224662286,0.160350649,,0.130895329,0.399775242,0.058578586,0.024663624,0.329299245,0.188545607,,0.146445473,0.322124216,0.043082329,0.024978189,0.288894198,0.169821202
FOLR3,0.109743146,0.048299724,0.014943318,0.008286019,0.208328649,0.086148706,,0.116147931,0.049227657,0.021720473,0.009119147,0.18825848,0.127934549,,0.154092695,0.099836667,0.029870343,0.012325447,0.495762944,0.105448009
DCL-1,0.131936396,0.119373532,0.02177731,0.018383117,0.354275521,0.11203356,,0.228230336,0.246230548,0.027026748,0.013889744,0.616466548,0.152592656,,0.263783093,0.331429584,0.054052946,0.027959682,0.593138878,0.162550555
DLL3,0.128344654,0.118685652,0.044412292,0.01433618,0.292882189,0.199882193,,0.158877496,0.080789337,0.039745205,0.009018688,0.298512173,0.247854011,,0.223535683,0.176825146,0.05634432,0.029593276,0.471576303,0.28383287
DGCR2,0.386790131,1.632358725,0.084770979,0.039396099,1.009247123,0.319923338,,0.547222874,2.149139017,0.095164202,0.039405166,1.514835893,0.415352715,,0.590450653,2.301616359,0.123651393,0.046956166,1.59872518,0.385089485
DLG5,0.209019529,0.403563572,0.046380174,0.045529344,0.550014399,0.339802571,,0.22365524,0.384502374,0.064045191,0.055613932,0.530533386,0.407726632,,0.284306064,0.539565164,0.061569109,0.049916719,0.746553122,0.347719002
DIAPH1,0.261685456,0.704756485,0.056938657,0.036956655,0.770858082,0.23169513,,0.322968334,0.807945872,0.053356079,0.031571538,0.946121735,0.268015321,,0.336385605,0.978812837,0.059573599,0.033699736,1.210174875,0.180264987
CORT,0.097776841,0.541261274,0.032934426,0.044760047,0.257121372,0.160589009,,0.123923506,0.544203273,0.041065907,0.040980112,0.330342879,0.190268946,,0.127597766,0.476208034,0.038152046,0.041700183,0.272168434,0.183103631
SMAD6,0.139419207,0.398898689,0.007551631,0.01395937,0.399926253,0.196575071,,0.141701597,0.246254987,0.009139803,0.019322473,0.38937017,0.176861083,,0.17554336,0.282116272,0.025513694,0.022116827,0.439768915,0.155620401
LY64,0.053939888,0.12465653,0.015981225,0.013323264,0.261376116,0.096080657,,0.075080852,0.160817914,0.028146715,0.020467084,0.33218465,0.172897706,,0.05920043,0.153592583,0.034811786,0.016706081,0.320700888,0.133311549
KLRF1,0.131377818,0.120532742,0.021906167,0.015339939,0.301706179,0.197495795,,0.204601513,0.201838323,0.047417563,0.018227014,0.592451858,0.200151411,,0.16052167,0.152603788,0.032329369,0.017228836,0.410384438,0.186685409
LTBR,0.071676583,0.151982732,0.029983477,0.024712347,0.356667777,0.11657547,,0.076921025,0.149820362,0.03188981,0.019032092,0.30704163,0.137296395,,0.101557769,0.164032674,0.036788884,0.018220755,0.408223561,0.146233574
LBR,0.07607892,0.13570026,0.018638133,0.005814807,0.25721295,0.18318319,,0.12285589,0.147519546,0.031916329,0.010986045,0.316842779,0.187350736,,0.094835291,0.138432738,0.024515504,0.008710111,0.276414144,0.174583216
LTBP4,0.176851353,0.438564381,0.03256142,0.04388869,0.501146161,0.372343671,,0.164378242,0.433140177,0.038197954,0.053234821,0.429732866,0.424996351,,0.458307196,1.259091627,0.081527622,0.070003066,1.575034209,0.475896086
LEP,0.085244531,0.307912907,0.027551976,0.024604555,0.287346461,0.187239525,,0.204049792,0.48798514,0.049161474,0.037220577,0.633313873,0.229878817,,0.128238848,0.375552556,0.036235457,0.030112568,0.410648619,0.189238953
LTB,0.125415131,0.166673889,0.029794069,0.019169506,0.236674731,0.137902584,,0.245836436,0.37787569,0.051735825,0.02497102,0.670494761,0.209212574,,0.294877591,0.480264341,0.113230526,0.043392803,0.822616749,0.175955412
LGALS1,0.16459925,0.339278672,0.01418728,0.019724842,0.212172701,0.187245298,,0.252138534,0.473146365,0.029078651,0.028304683,0.395888961,0.215142282,,0.212530449,0.417230372,0.021974873,0.025477912,0.298374035,0.228004814
LTA,0.280278391,0.305397784,0.021209247,0.014058952,0.827446217,0.20374497,,0.314691146,0.257756613,0.019666746,0.028540766,0.704838537,0.308285141,,0.341305592,0.323727237,0.031422709,0.02917783,0.755690115,0.283623583
LGALS3BP,0.155110995,0.041146894,0.023785477,0.015259241,0.202262186,0.139878619,,0.165688052,0.051805296,0.017797725,0.02160802,0.179703071,0.123912751,,0.170382739,0.048981383,0.022568756,0.020197467,0.19869745,0.158988278
LSP1,0.416960909,0.570737327,0.094096049,0.046556626,0.998897955,0.346199587,,0.332437776,0.52563857,0.071565138,0.042760405,0.721528935,0.471380096,,0.311874207,0.554504734,0.088266775,0.044566911,0.803724176,0.382330237
LGALS9,0.294514547,0.479788767,0.055621441,0.034337888,0.509089848,0.46217454,,0.172103683,0.354350895,0.033022516,0.037470904,0.214876016,0.37404465,,0.179433987,0.327955368,0.034604117,0.029140766,0.262579959,0.209511762
LRPAP1,0.710685809,0.842719216,0.154975548,0.053928637,1.977516304,0.133844136,,0.313672976,0.345377573,0.071250875,0.024511935,0.977039505,0.126274356,,0.39463663,0.453141758,0.105408458,0.029248231,1.13411207,0.107961359
LHB,0.498019356,0.65998011,0.107460978,0.051939513,1.170897391,0.216699649,,0.298108222,0.466567639,0.056454074,0.036994999,0.56802942,0.189921669,,0.376382756,0.541413545,0.076574957,0.043507285,0.794569719,0.189244998
LRP8,0.059404343,1.652568828,0.047264634,0.015740095,0.318829648,0.216708527,,0.050671873,1.403260214,0.052291896,0.022873091,0.287679253,0.199910894,,0.052780992,1.135426658,0.06620205,0.024474295,0.317512648,0.197464766
LLT1,0.143781466,0.348814767,0.022896026,0.018658212,0.43092611,0.31309122,,0.216040149,0.370436468,0.031460856,0.022169712,0.506262965,0.302325303,,0.14597362,0.296997692,0.02292568,0.017582818,0.382461247,0.174334336
LRP6,0.209338741,0.31694354,0.050856318,0.024998497,0.562785768,0.179207976,,0.27953795,0.559317485,0.065492351,0.031553593,0.85908716,0.208803604,,0.291107295,0.67014319,0.09015983,0.038233841,0.886840411,0.221067947
LRP1B,0.177694132,0.285944141,0.049395977,0.033785054,0.51045638,0.391126515,,0.303918308,0.594494994,0.073692698,0.040338644,0.743870856,0.425645635,,0.184467834,0.327161846,0.048261532,0.029842579,0.486057324,0.203633371
LRP2,0.209203371,0.234834932,0.056608131,0.024720326,0.325996573,0.227156072,,0.292501609,0.308109904,0.069487692,0.024743915,0.417338993,0.236036522,,0.232020352,0.252124117,0.059234853,0.023849682,0.342863351,0.191087559
,,,,,,,,,,,,,,,,,,,,
siControl,1.114318042,2.022104207,0.27998258,0.025395564,2.693753724,0.124241831,,0.442602956,0.702013138,0.18400576,0.050676108,1.542233843,0.127638752,,0.794710664,1.34797988,0.257108835,0.041389962,2.304041246,0.183994362
siControl,0.613758522,1.310443611,0.164251391,0.058973239,2.106946366,0.188277525,,0.720171899,2.011557634,0.212583367,0.068449183,3.118055723,0.258992412,,0.781738843,1.956508282,0.191245064,0.070901719,2.715952894,0.194657446
siControl,0.571882911,1.221546241,0.128276608,0.037872141,2.157897611,0.147076937,,0.458438363,0.599755619,0.065083727,0.031828795,1.56324111,0.124916675,,0.762185365,1.592063506,0.165783137,0.059912919,2.610182103,0.140518653
siControl,0.651068051,1.810488149,0.283515367,0.087870597,2.345230862,0.176552081,,0.923299981,2.215605785,0.276754367,0.073044303,2.526918747,0.229200598,,0.602392719,1.808216169,0.157316421,0.062626699,2.698714768,0.130097451
siControl,0.282745571,0.303457085,0.040554481,0.021780495,1.048537097,0.145915956,,0.618251411,1.022216193,0.094751398,0.038987775,1.854228161,0.117957015,,0.460347437,0.613505132,0.068928249,0.032642553,1.531431218,0.175890901
siControl,0.80589058,1.486492549,0.231983152,0.067735539,2.393174791,0.187268842,,0.895181092,2.28990922,0.257233361,0.075423131,2.865254253,0.232267255,,0.642592254,1.977475079,0.162540384,0.055375278,2.46917966,0.119514988
siControl,0.694455083,1.167841236,0.149758721,0.049312575,2.091231951,0.13650187,,0.755952078,1.700892176,0.157678627,0.056017407,2.688458314,0.171635826,,0.849493504,1.900232179,0.193328694,0.060831874,2.663477752,0.156801793
siControl,0.556537228,1.23714021,0.134617738,0.0506815,1.810144928,0.140373366,,0.71883509,1.653389135,0.276619786,0.06175618,2.119896344,0.226496349,,0.634228568,1.548626066,0.191873934,0.052339251,2.849960168,0.144262809
siControl,0.300649725,0.374945731,0.057906119,0.028158836,1.166425628,0.170974676,,0.798071041,1.636374754,0.158100869,0.057027045,2.465881414,0.18295408,,0.506601238,0.810474409,0.099685579,0.042107305,1.749824904,0.195989925
siControl,0.714323429,1.221335591,0.160823286,0.042383637,2.120940847,0.177743236,,0.763179918,3.100187544,0.33319859,0.066122558,3.018365495,0.239925149,,0.468742747,1.298101079,0.223539486,0.050229284,1.523557713,0.14781213
,,,,,,,,,,,,,,,,,,,,
analyte11,0.201375157,0.125250734,0.028535979,0.024605874,0.359860909,0.103720594,,0.490169833,0.456393579,0.078780582,0.039666391,1.152994305,0.156824896,,0.76928313,1.401265297,0.193232255,0.053528318,1.8889033,0.198038203
analyte11,0.331299748,0.311453057,0.079551468,0.041340411,0.766362281,0.194925803,,0.617345536,0.967262371,0.196547714,0.054166693,1.176036282,0.245916785,,0.580706174,0.842039724,0.116157006,0.052834484,1.689599469,0.191623575
analyte11,0.116139233,0.10227675,0.021612376,0.017027933,0.248651479,0.107952727,,0.183344998,0.124585985,0.029010284,0.023419211,0.294955474,0.123953034,,0.162720307,0.125772928,0.028596259,0.02328191,0.296844355,0.161454986
analyte11,0.217042584,0.151797162,0.031918027,0.026860885,0.2759044,0.144418709,,0.51601666,0.647988859,0.142159258,0.040288669,1.147231339,0.244642602,,0.413763275,0.489851747,0.104428423,0.034351455,1.064723346,0.166003406
analyte11,0.129887489,0.104286932,0.020574681,0.019082624,0.237472653,0.077429906,,0.369411707,0.323146783,0.068114707,0.032199679,1.014289903,0.151267725,,0.658573513,0.687310945,0.129451077,0.0518158,1.650324389,0.179321574
analyte11,0.360575695,0.272124777,0.05182671,0.038420867,0.666145975,0.209518112,,0.404850919,0.385522313,0.09015899,0.034705036,0.98260949,0.23249904,,0.445073095,0.656156924,0.097487768,0.042458856,1.197600449,0.173001215
analyte11,0.107892515,0.09559864,0.011559912,0.017248123,0.242024195,0.072295324,,0.315224654,0.277624074,0.033259069,0.021397443,0.674794733,0.10869281,,0.230215361,0.203549489,0.02577701,0.024665932,0.499762884,0.173550383
analyte11,0.202871738,0.143778365,0.029034854,0.0258708,0.327758835,0.139590645,,0.33815897,0.308372518,0.066854037,0.027800689,0.656625786,0.188316569,,0.579778211,0.598623407,0.143261946,0.047112989,1.1062899,0.213354536
analyte11,0.387493101,0.486200105,0.087180709,0.039818112,1.092133972,0.135940432,,0.365467378,0.436485506,0.048571983,0.023402865,1.223866795,0.117455887,,0.529943337,0.559721828,0.126827289,0.046532844,1.179000639,0.139977875
analyte11,0.240490708,0.159790479,0.04507943,0.028174644,0.393036279,0.143388812,,0.178084554,0.121946286,0.024353443,0.017727874,0.304059902,0.119886987,,0.264337438,0.122847598,0.028043031,0.024537652,0.474819509,0.148500598
,,,,,,,,,,,,,,,,,,,,
NR5A1,0.151916843,0.414549412,0.056077032,0.035876851,0.531492897,0.170358384,,0.139039973,0.355653112,0.051831287,0.034562393,0.509950608,0.250972549,,0.119255728,0.335971774,0.036767157,0.02778051,0.536028153,0.225852141
NR4A3,0.621131072,2.017711573,0.25135366,0.092890687,1.453833082,0.271335176,,0.672328185,1.488840947,0.264286201,0.077199724,1.436375827,0.345122206,,0.630681228,1.416741487,0.172324287,0.053867888,1.50994803,0.317974372
NOV,1.122010028,2.808657474,0.47483154,0.200660974,2.710794331,0.294870811,,0.809852386,2.850714959,0.33671037,0.098744467,2.711661312,0.215579983,,0.86267761,2.940868562,0.239335377,0.092600316,3.092105376,0.236106306
NR4A2,0.4016708,0.396616723,0.157914762,0.04679283,1.099753692,0.228815602,,0.443810401,0.423801837,0.138070456,0.0450511,0.890096861,0.255100089,,0.377358347,0.358404168,0.088149753,0.040306772,0.766405686,0.196403424
NPPA,0.477670015,1.108273035,0.196644858,0.083692549,1.317903256,0.131884131,,0.463421451,1.039969356,0.159267273,0.060741597,1.526015023,0.147781794,,0.579436754,1.167628568,0.15404499,0.062605194,2.096834498,0.181839114
NR4A1,0.402063413,0.578828776,0.185224978,0.040622846,0.713068672,0.344101091,,0.456062881,0.575052296,0.188875359,0.029917747,0.666586421,0.466118828,,0.562773888,0.720268287,0.18987021,0.033682377,1.112110672,0.387020106
TNFRSF4,0.079451671,0.189582203,0.018082022,0.027094415,0.220215753,0.139032673,,0.074605335,0.162155328,0.017582642,0.021745651,0.289581662,0.158052497,,0.11392681,0.226165024,0.021310512,0.03071268,0.358182792,0.180750669
NR3C2,0.602798564,2.424753754,0.303700374,0.132370161,1.657789517,0.264862756,,0.620246612,2.217038856,0.258229197,0.118509433,1.571958638,0.309998175,,0.697811608,2.439965428,0.193578784,0.098235916,1.870480203,0.2603969
TNFSF10,0.528060301,0.954710187,0.243938961,0.086241274,1.186868671,0.230593909,,0.652515597,1.29834523,0.230570256,0.083458327,1.595800447,0.283853134,,0.657704499,1.311681518,0.213249306,0.080555695,2.492090634,0.397399002
NR3C1,0.42087615,0.432003865,0.141772411,0.040522574,0.496229763,0.254897602,,0.447148848,0.545073076,0.172763203,0.033961884,0.723975154,0.346276151,,0.481237425,0.586843667,0.121794657,0.028476212,0.81665307,0.348849866
TNFSF11,0.230879549,0.52986832,0.081282919,0.036684166,0.648889531,0.317395657,,0.255052029,0.548357905,0.078649787,0.033104143,0.877270011,0.298381538,,0.291858133,0.668480676,0.065562334,0.031585234,1.21541674,0.291801588
NR2F6,0.579579853,2.300644197,0.453074519,0.095862286,2.003642568,0.220441872,,0.566492944,2.395206136,0.515319671,0.070428151,1.665667242,0.238289403,,0.545177915,2.015421465,0.276430003,0.079863471,1.931101129,0.212940683
TNFSF12,0.572519935,0.81948084,0.185291685,0.04634723,1.352150295,0.2174607,,0.522936792,0.70999316,0.161523738,0.024599752,1.346236713,0.197937329,,0.481954863,0.74901573,0.139587134,0.036337373,1.67145404,0.201248095
NR2F2,0.777823198,2.110203124,0.455953064,0.12006369,2.296137067,0.282548186,,0.690488388,1.556666714,0.334179659,0.100805411,2.079932026,0.275010603,,0.706916782,1.854593908,0.254351733,0.092078344,2.440608825,0.234074854
TNFSF13,0.673192969,2.365272134,0.267183072,0.141474313,2.396950323,0.289343523,,0.575366534,1.967154485,0.157598848,0.083483472,2.167917482,0.376572545,,0.625956444,2.880860684,0.161144393,0.080697531,3.399627458,0.243401534
NR2F1,0.846419754,3.344559985,0.544273966,0.156848025,2.509820213,0.23692153,,0.797564481,2.57685809,0.404936444,0.113729583,2.238704078,0.264647711,,0.651216701,3.275989243,0.239040741,0.114032541,2.603538896,0.240667429
TNFSF13B,0.803117034,3.40670435,0.424097823,0.142397282,2.442238138,0.194664083,,0.817716011,2.77683094,0.27404008,0.07641617,2.704072261,0.219134531,,0.741599815,3.093576724,0.312661639,0.093100038,2.938614536,0.248250301
NR2E3,0.677772221,3.587910002,0.682619434,0.154429865,3.09831307,0.320229206,,0.716520162,3.780092063,0.757799702,0.127578713,3.046546527,0.38598371,,0.747722944,3.05230569,0.491331442,0.093639095,2.988744103,0.313984733
TNFSF15,0.564817441,1.358717921,0.18730871,0.10773136,1.40812938,0.261847098,,0.487543552,0.463987243,0.091785029,0.069585087,1.079138956,0.226052858,,0.484691639,0.638911706,0.119361201,0.061912176,1.142814733,0.200909673
TNFSF18,0.492198817,2.035966437,0.290256497,0.115626922,1.758782847,0.283573591,,0.459668496,1.335701312,0.18791664,0.077467561,1.704901725,0.292845197,,0.293233388,0.881696093,0.114008487,0.039843453,1.416902936,0.200177733
ECM1,0.342734427,0.856196883,0.097879886,0.02865762,1.484034566,0.179218401,,0.5695908,1.924514978,0.198289085,0.061398322,2.601372084,0.258922571,,0.414327914,2.212301329,0.171135443,0.04238477,2.857917121,0.208599793
DSP,0.543217513,2.759434011,0.127103297,0.067123531,1.513188893,0.423949559,,0.546344805,2.575094626,0.123760592,0.051619072,1.610699152,0.354720964,,0.568386483,3.30567982,0.141285746,0.069635332,2.185181826,0.405299492
NR5A2,0.22877632,0.462627847,0.086272532,0.047882302,0.729641782,0.311293318,,0.197082488,0.459042342,0.091447615,0.041467631,0.630770632,0.362035638,,0.323879406,0.87064168,0.113405326,0.050957969,1.331877752,0.263594596
DCTN3,0.765340412,1.688016744,0.237778173,0.090323396,2.213709393,0.221215065,,0.7053676,1.815579482,0.2687968,0.087024856,2.137199132,0.196378818,,0.815160673,2.401138976,0.235216836,0.106403566,2.916497539,0.192951183
NR6A1,0.907020693,2.181368083,0.232568761,0.091497397,2.142173534,0.210022908,,0.736674379,1.619576783,0.129658311,0.06898605,1.790907364,0.165399541,,0.788895394,1.940238752,0.135704753,0.082290982,1.933422633,0.184632103
DAP3,0.329594464,0.46231323,0.083400523,0.047160083,0.791762742,0.254754104,,0.396158204,0.721427871,0.093967866,0.049198401,1.232587835,0.319281087,,0.414068716,0.946360007,0.109600972,0.04989579,1.455692224,0.270892525
PAX8,0.50758794,3.184102339,0.124975361,0.093562271,2.277917152,0.232716972,,0.500406988,3.147983951,0.135936788,0.118679632,2.404804793,0.2843631,,0.546972957,4.429832631,0.117349989,0.088893235,3.211904418,0.194682475
CCDC6,0.283722072,0.531499467,0.055256531,0.028355088,0.652827767,0.36135092,,0.232038867,0.55725675,0.054336572,0.031794847,0.705815868,0.508001707,,0.190266266,0.484842494,0.051968046,0.026540581,0.587771684,0.322355363
PPARGC1B,0.643822294,2.526236902,0.272738662,0.133077339,1.985686999,0.333262708,,0.562956793,1.818440749,0.182331409,0.092621595,1.600278911,0.23470523,,0.457330373,2.544649306,0.121273398,0.079604054,1.873371629,0.192213773
CRYGC,0.832784502,1.878400622,0.250922576,0.068697603,1.687139828,0.212132952,,0.691958743,2.036808652,0.290590134,0.085556238,1.980702733,0.237555708,,0.773075093,2.920806508,0.285791186,0.078836781,2.575481477,0.221419711
PGR,0.389867585,0.707691909,0.08255381,0.021710071,0.887827621,0.161168814,,0.533895225,1.196619802,0.082252655,0.03545122,1.162146647,0.201718483,,0.416907436,1.483067709,0.055429683,0.033342701,1.375197857,0.13475876
CRYGB,0.629167813,0.744509771,0.198830738,0.050549911,1.773235525,0.167732419,,0.594336514,1.421330991,0.267245773,0.086126989,2.399134018,0.200467898,,0.583514863,1.293151672,0.208033226,0.065795813,2.843548232,0.232891553
PLRG1,0.105903158,0.215306946,0.025373486,0.006031901,0.256089887,0.129796778,,0.123817582,0.275748155,0.055310898,0.01003145,0.312653916,0.169595685,,0.124307858,0.233977788,0.028005707,0.008930072,0.298617354,0.150008884
CRYBB3,0.310638682,0.709519551,0.098130437,0.031021251,0.907521315,0.245991809,,0.406175872,1.023943703,0.12160877,0.031809466,1.200808727,0.352807876,,0.448983952,1.375670959,0.141698162,0.044066864,1.571397115,0.334289096
PPARA,0.474925942,0.864212508,0.127759271,0.048056778,1.430001677,0.349143109,,0.514338974,1.17529384,0.123209682,0.052032636,1.575511783,0.310248556,,0.486867204,1.727046215,0.100320369,0.048108053,2.402624662,0.245314524
CRYBA2,0.825859264,2.813902384,0.299830483,0.120003056,2.457741508,0.490745023,,0.690432589,2.802542735,0.200309925,0.104411696,2.240059724,0.487658021,,0.839559631,3.668878821,0.172534838,0.099986638,3.594019165,0.450921938
PPARBP,0.932044106,4.597791704,0.494085238,0.156262505,2.050704077,0.368127261,,0.764825413,3.59671568,0.347532691,0.131336174,1.802474705,0.288629127,,0.673161238,3.668731115,0.20735411,0.134927504,1.523958632,0.275312003
CRYBA1,0.951661348,3.422840546,0.416747293,0.15060665,2.840663408,0.282940113,,0.856585777,3.007203855,0.432539889,0.100389963,2.878322916,0.356527127,,0.934957163,3.225964222,0.331958465,0.101655243,3.161813443,0.29467165
PPARD,0.951708748,4.862496196,0.350060476,0.096473516,3.889059501,0.443710474,,0.547882952,2.078404949,0.167819361,0.072437648,2.170051005,0.370639195,,0.634179951,2.523778815,0.16818519,0.047494978,2.611014307,0.224603984
PPARG,0.60887188,1.952924766,0.277431348,0.093593146,1.588011508,0.2702893,,0.430542462,1.313163429,0.162564257,0.063699368,1.380325087,0.2235167,,0.492634045,1.360147241,0.122323806,0.04893787,1.682578367,0.171234274
NR2E1,0.677232555,1.626202263,0.25891115,0.035736792,2.363829965,0.169160668,,0.578005301,1.68647524,0.304440605,0.036827849,2.121827925,0.235559391,,0.711486806,1.244675965,0.158546395,0.031957747,2.130275898,0.218977517
NR2C2,0.343274543,0.985391626,0.250072396,0.038771917,1.285082862,0.234814768,,0.392223471,0.797898388,0.18278976,0.020775466,1.254844169,0.268396566,,0.381460027,0.865233393,0.165500812,0.019892035,1.371749098,0.243782665
TNFSF4,0.999358797,3.449795493,0.443158959,0.140426818,2.83496601,0.218738508,,0.873787445,3.663564504,0.412672641,0.118554654,2.920469578,0.229523512,,0.785609042,2.876869454,0.26176283,0.075070626,2.974154339,0.191568669
NR2C1,0.607829145,2.896405372,0.325811173,0.110016764,2.035608494,0.259133346,,0.721436783,2.239474698,0.291643171,0.074797757,2.192817203,0.27778034,,0.660109608,2.593265927,0.27736516,0.075996698,2.318294233,0.242912921
TNFSF5,0.689278564,2.662232841,0.32350284,0.078956811,2.590466251,0.205861118,,0.693772556,2.500479132,0.239655655,0.07611112,2.614807666,0.204154895,,0.656014755,2.595130798,0.253006271,0.064574837,2.820144321,0.169386994
NR1I3,0.645393631,1.073950577,0.274904141,0.048802996,2.046658004,0.219261457,,0.634348682,0.929680369,0.233213025,0.040135457,2.058134984,0.2569724,,0.518501074,0.81869496,0.178543478,0.038359814,1.737938898,0.219912374
TNFSF6,0.177375374,0.32430189,0.031569128,0.025351392,0.581347711,0.253476424,,0.280027866,0.603052437,0.058262971,0.03062426,1.035718934,0.303883863,,0.252325229,0.567603081,0.049843927,0.030007159,1.086947204,0.212421187
NR1I2,0.553643999,2.652137271,0.397196549,0.105398908,2.502206075,0.3231636,,0.4999616,1.878059837,0.315969214,0.087634191,2.290994248,0.354352202,,0.508075318,2.381398831,0.307775911,0.079850192,2.527190232,0.302530666
TNFSF7,0.613189755,1.131236818,0.219015633,0.027185935,1.966276911,0.232376606,,0.533847126,0.935845061,0.16972614,0.028389771,1.976989572,0.266040707,,0.532817442,1.123272827,0.129515206,0.02463634,2.313722988,0.223808255
NR1H4,0.49640068,1.890152633,0.223317728,0.058077522,2.007706715,0.173034266,,0.680805591,2.397806211,0.347169889,0.066065262,2.514752757,0.254563306,,0.467658139,1.663754173,0.185027666,0.044951699,2.217460509,0.195828068
TNFSF8,0.379941026,2.442391722,0.196550201,0.066597308,1.224062147,0.321866344,,0.373830723,2.254735711,0.159592615,0.058547322,1.358446845,0.293479961,,0.46174098,2.489535051,0.112150997,0.051067254,1.58215386,0.267162194
NR1H3,0.663606113,2.161591431,0.23363421,0.062861118,2.516779791,0.188313035,,0.623640807,1.6971949,0.204550958,0.056484006,2.338262912,0.190794231,,0.580891183,1.77228424,0.134715299,0.054445581,2.667077631,0.195991216
TNFSF9,1.011935039,2.854401835,0.411665152,0.116595569,2.74135349,0.293606287,,0.916152923,2.935137372,0.247185131,0.104157355,2.77613541,0.328431798,,0.850076021,3.561623209,0.216267314,0.068274947,4.000899729,0.342182774
NR1H2,0.911857257,4.615025684,0.583597483,0.180205887,3.045030766,0.276897122,,0.801486828,3.686129136,0.509365541,0.110751527,2.57794905,0.218389215,,0.974416525,5.251672674,0.35958634,0.126000442,4.457305917,0.252112942
TOB1,0.412371797,0.612743216,0.156368109,0.03648683,1.529690366,0.225499075,,0.449952685,0.670063046,0.148053514,0.036137054,1.739064922,0.229651941,,0.525872698,1.081579793,0.198180892,0.059909303,2.061677854,0.206923667
NR1D2,0.656312216,1.621071559,0.326319326,0.076610159,1.496251518,0.354662532,,0.701947994,1.519334807,0.366497788,0.072926525,1.335110393,0.377530427,,0.800338122,1.559335001,0.355766697,0.067050632,1.760027728,0.409749262
