Gene Symbol,probe1,probe2,probe3,probe4,probe5,probe6,,probe1,probe2,probe3,probe4,probe5,probe6,,probe1,probe2,probe3,probe4,probe5,probe6
TOLLIP,0.406685397,0.902186462,0.186995636,0.070079922,1.306458183,0.189880622,,0.327628354,0.792510896,0.130554597,0.053442672,1.252450981,0.200804542,,0.485451074,1.524164012,0.140349455,0.067574813,2.185805777,0.228079403
NR1D1,0.872841997,2.987349518,0.473312297,0.099300255,2.794516201,0.259409021,,1.03341411,2.658889325,0.418056571,0.085030212,2.734896635,0.33910618,,0.869769392,2.382873903,0.28917493,0.070228294,2.867285181,0.357089409
TP53I3,0.362594167,0.287786911,0.152793607,0.042674751,0.864628429,0.30431295,,0.296690233,0.215581574,0.09489827,0.017349507,0.582814695,0.269412889,,0.287778232,0.195940663,0.077417884,0.015689101,0.730013054,0.2214088
TRAP1,0.749973432,1.525199732,0.291201665,0.080405076,2.251104024,0.284806812,,0.497056531,0.915794387,0.144471452,0.042975586,1.797078076,0.203148365,,0.738724078,1.557018108,0.163940953,0.062001194,2.462990969,0.224086363
CRYAB,0.174333093,0.499753346,0.053968073,0.022405835,0.832708421,0.216399796,,0.269773778,1.156401949,0.095521942,0.036125624,1.658820252,0.22721944,,0.316282635,1.258923499,0.152009666,0.034902038,1.980356876,0.198130631
CRYAA,0.217382423,0.579404504,0.073713866,0.024802053,0.376349951,0.309225865,,0.322990508,1.027678361,0.153544736,0.030099474,0.913010357,0.421355214,,0.347854539,1.365417853,0.180805855,0.036727065,1.201834162,0.457656117
RARA,0.256542058,0.64863424,0.11622307,0.014055,0.72148923,0.157786529,,0.258119258,0.672066813,0.079247445,0.01641513,0.575344528,0.135061195,,0.31190744,0.862994002,0.078822053,0.016796902,0.895223499,0.143251112
COL9A3,0.683071845,2.47454332,0.19972593,0.084810414,1.224083271,0.289843592,,0.681862405,2.734984902,0.200467588,0.070382308,1.375939827,0.330625562,,0.743420252,2.477759811,0.210025209,0.066605554,1.73794079,0.296103571
RARB,0.886634938,3.162151951,0.392748069,0.098330429,2.669187904,0.234391808,,0.705709327,2.577324074,0.190189039,0.088048769,2.104301535,0.193253585,,0.612655082,2.361074624,0.195483033,0.062285603,2.025992149,0.174603103
COL9A2,0.453750789,1.172253123,0.182274874,0.035705774,1.569225992,0.354660293,,0.378409231,0.961943739,0.206334994,0.036148929,1.434188855,0.385205266,,0.347863049,1.295955855,0.166190977,0.038363201,1.55559042,0.374747527
RARG,0.175755753,0.189109406,0.0357783,0.013181616,0.541973741,0.148623571,,0.148900567,0.189614029,0.023056096,0.013111204,0.350689286,0.131636695,,0.143346126,0.159780068,0.02255361,0.011284404,0.431403651,0.107242429
COL9A1,0.543461287,2.64141867,0.269819253,0.085301287,0.991595023,0.219918205,,0.495622189,2.602736859,0.24535701,0.070798756,1.006273718,0.271422008,,0.405573868,2.734772831,0.223816953,0.080299061,1.002715846,0.251300126
REL,0.557442926,1.209930448,0.25383272,0.044673082,1.820619564,0.179621559,,0.571043257,1.284092212,0.260866257,0.066326963,1.86013584,0.214015002,,0.552703521,1.648385513,0.171247215,0.05585992,1.966996517,0.151083994
COL5A3,0.504593103,1.806062785,0.195636779,0.050163023,1.551546552,0.252756717,,0.510467922,2.141094146,0.230205091,0.047954404,1.696022985,0.302989798,,0.563454137,2.628064101,0.226517731,0.057977278,2.168299377,0.26843927
RELA,0.144315364,0.360413253,0.02771775,0.030200744,0.294687378,0.223665479,,0.277664023,0.673563601,0.057947095,0.044997344,0.637372179,0.31247264,,0.312611667,1.06608166,0.053660788,0.04077349,0.879411194,0.230684496
COL5A2,0.69381245,1.759508214,0.222278785,0.070850563,2.263308225,0.296646627,,0.817176307,2.752337941,0.426386723,0.103573822,3.021731245,0.329038299,,0.763725683,3.336768936,0.249194037,0.085499736,3.598706631,0.308139129
RORA,0.70825168,1.595037989,0.209402336,0.071790961,2.058545379,0.246560777,,0.741190121,2.180773067,0.265860601,0.075839812,2.259605575,0.222714449,,0.67958275,2.644135784,0.186803556,0.066603291,2.781292382,0.193763771
COL4A5,0.643860952,1.68809191,0.208487761,0.058882587,1.867979421,0.222413425,,0.684344862,2.185404573,0.229534709,0.06118137,2.457264304,0.256626231,,0.763986774,3.902494136,0.262623077,0.093887645,3.493695945,0.289960541
RORB,0.088878343,0.154429351,0.047606695,0.00870695,0.322282256,0.146649946,,0.087604398,0.152859143,0.039479985,0.013080732,0.289733659,0.174790866,,0.12961513,0.217757592,0.045271371,0.011623096,0.466810141,0.15946868
COL4A4,0.714832612,1.328438221,0.261038904,0.044014606,2.262074513,0.294311321,,0.765783421,1.959653424,0.245615037,0.050616038,2.966655311,0.404553835,,0.826637444,2.136515813,0.348339044,0.06472074,2.953790623,0.309791545
RORC,0.812045874,1.586378192,0.366919556,0.032841264,1.941750846,0.268024954,,0.787298008,1.114668243,0.218823673,0.035305758,1.922774275,0.230089773,,0.712084198,1.141339427,0.164798198,0.028694137,1.87150378,0.220142371
COL4A2,0.966893177,3.38120593,0.621030021,0.153350541,2.994208417,0.353984881,,0.771608921,2.591536849,0.509199332,0.131176165,2.56060254,0.337304685,,0.593347478,2.548587091,0.459545601,0.08858406,2.449371056,0.267477517
RXRA,0.75539873,1.779970019,0.554695077,0.080971815,2.014612296,0.182548504,,0.67657801,1.241838456,0.3414817,0.065314235,2.050875205,0.172620683,,0.721438419,1.354059561,0.296955169,0.062662711,2.412464546,0.178804616
RXRB,0.778786897,3.079142035,0.459442732,0.104210595,2.383009944,0.207991761,,0.701075257,2.046675198,0.235600411,0.057664353,2.040187661,0.229772099,,0.727953028,2.305597698,0.192638772,0.070354721,2.344543082,0.179401553
NR0B2,0.505322115,1.582261222,0.27976866,0.062281731,2.395785999,0.167350249,,0.569372536,1.754203664,0.26875364,0.055523342,2.497870483,0.234807759,,0.562504911,2.018186347,0.158108077,0.052905441,2.517703787,0.19569027
NR0B1,0.943756719,3.459905678,0.657079836,0.139068637,3.420716096,0.164949432,,1.026728283,3.569331514,0.4778419,0.121529739,3.232098426,0.192706227,,1.023764606,3.359149232,0.434170363,0.103429818,3.633481513,0.231734622
TRH,0.675686041,0.889680527,0.144979421,0.040620016,1.564763773,0.12615067,,0.513848522,0.761997339,0.112937523,0.02703677,1.639727506,0.144857632,,0.657576593,1.104119347,0.204954603,0.03944256,2.10343995,0.134802949
NPAS1,0.634045804,1.544254168,0.359154939,0.081821346,2.171461674,0.246185447,,0.586699827,1.505948821,0.298005277,0.053312993,2.092368116,0.280378975,,0.628620746,1.567517803,0.283545567,0.071489973,2.098310031,0.281575715
TRIP6,0.364928446,1.061666621,0.211790613,0.053448931,1.202593444,0.174067006,,0.445628612,1.372425397,0.211495448,0.057438006,1.6060754,0.251105548,,0.385520431,1.477396483,0.13914074,0.050324487,1.408453623,0.181016392
NOTCH4,0.668341474,2.203888142,0.260525669,0.083916153,2.540777533,0.242515003,,0.617228176,1.984588126,0.199238229,0.07250308,2.057374363,0.245283128,,0.64765659,2.127517537,0.198505699,0.0789002,2.619169158,0.213686884
JMJD1C,0.923643581,3.082709712,0.428589027,0.085964946,2.659717682,0.239258195,,0.738350959,2.667772775,0.377293715,0.049415851,2.876419417,0.222909154,,0.785970569,2.565041076,0.284290714,0.066766361,3.091219002,0.229462092
NOTCH3,0.955720859,3.770761788,0.492361041,0.160750832,3.565529402,0.22422637,,1.024972308,3.852588983,0.547964426,0.171946807,3.509354399,0.226676592,,0.930620008,3.918171626,0.336471135,0.139798075,3.566683713,0.230693712
UCN,0.502276504,1.710453418,0.109410062,0.082909534,1.139567716,0.176029413,,0.517942804,1.513739237,0.085094248,0.072424665,1.21506773,0.271106447,,0.556027445,2.010194244,0.09948428,0.083537944,1.737217883,0.1977245
NOTCH2,0.660058232,1.881726366,0.295314747,0.086302767,2.394723781,0.276389883,,0.649655632,1.595439128,0.340358502,0.067213554,2.16288897,0.327337775,,0.751833876,2.435118079,0.258557504,0.087083917,2.750172095,0.347879205
VEGF,0.854837078,0.930909277,0.289696008,0.043178438,1.796563037,0.212100237,,0.581828757,0.681531518,0.169971147,0.038218634,1.578844994,0.19346975,,0.745638132,1.425612692,0.240986669,0.039815463,2.489840116,0.199387088
NOTCH1,0.901565463,2.096227473,0.541399867,0.101342774,2.44507003,0.133759962,,0.925963759,1.841564504,0.525241641,0.07933849,2.397577926,0.178204998,,0.910503898,2.802614397,0.403701751,0.100059141,3.095057815,0.179432308
VEGFB,0.260160609,0.450622515,0.037801814,0.024557844,0.555163551,0.292555814,,0.172854562,0.337195793,0.045685273,0.012409091,0.476009607,0.238876257,,0.204511769,0.411737911,0.029206661,0.016435532,0.659210072,0.274918618
NFKBIB,0.912135089,4.807826158,0.513948009,0.170587988,3.013900124,0.222117695,,0.840016038,4.600957077,0.538011183,0.138502158,2.906743328,0.264628085,,0.92781747,3.905635154,0.388701033,0.108764122,3.343182339,0.248537123
VEGFC,0.725312964,2.223356206,0.421750604,0.130954921,1.719055187,0.262285915,,0.685861538,1.957823296,0.313964314,0.094589126,1.933849277,0.314121227,,0.753495148,2.176036716,0.254125643,0.079030942,2.262113599,0.267567608
NCOA6,0.162594585,0.486022028,0.079653929,0.037479658,0.529751203,0.160738169,,0.132295869,0.354851909,0.066060221,0.024954949,0.426750052,0.191938596,,0.206662377,0.515980162,0.073005502,0.024937915,0.570979787,0.197165868
VGF,0.795357073,3.080718374,0.419125044,0.140616987,3.366659157,0.2090337,,0.677046537,2.268619066,0.327240226,0.099729242,3.306859287,0.172193333,,0.781151566,2.291292501,0.357822048,0.096288322,3.500317071,0.187406231
NCOA2,0.68885801,3.115997035,0.338959643,0.077067528,2.56664297,0.227438593,,0.719496183,2.932128365,0.385737988,0.075896943,2.731648094,0.258236841,,0.727950031,3.048326234,0.304053646,0.063607323,3.220280855,0.276531307
WISP3,0.345052352,1.026559813,0.244494549,0.050770784,1.432621095,0.324362198,,0.336375036,0.655299227,0.18274566,0.02700429,1.39415346,0.370283098,,0.325966257,0.693470164,0.098500627,0.018254806,2.011044806,0.221885618
WNT7A,0.763895726,0.977243316,0.244215665,0.060907819,1.831751519,0.293786871,,0.62083628,0.82360349,0.144299466,0.036415681,1.654525679,0.308181322,,0.697732347,1.214680124,0.170270036,0.044595581,2.311219533,0.284051261
COL4A1,0.431553717,0.585651776,0.199216344,0.022823315,1.47712312,0.124572994,,0.750867659,1.666502993,0.357143373,0.043403859,2.700574123,0.167600143,,0.637688464,2.144730132,0.230518201,0.047748606,3.479565234,0.158314126
COL3A1,0.413573253,1.301553197,0.171164621,0.04437129,1.786896785,0.214559775,,0.540317715,2.410121465,0.241109172,0.061782215,2.33112691,0.258195405,,0.512524063,2.730726975,0.333288006,0.069435001,2.234091444,0.254971277
RXRG,0.305824103,0.685088898,0.22678306,0.022354009,1.035002362,0.290075765,,0.316137265,1.412956681,0.193017192,0.046363645,1.411001663,0.257350675,,0.486750338,1.423650499,0.201061758,0.047819926,1.77496249,0.252891532
COL1A2,0.655914168,2.159814339,0.221091719,0.056050402,1.577654874,0.444383116,,0.689672278,2.192279443,0.248604151,0.057285526,1.606509138,0.40260337,,0.729776582,2.312451563,0.296963424,0.081971947,2.076577347,0.395275728
NRTN,0.889279581,5.003427641,0.704629348,0.220168146,2.710815827,0.266902063,,0.869675306,4.309199519,0.377531981,0.165098215,2.686647873,0.212036277,,0.81602757,3.885628814,0.329996565,0.13906989,3.114112128,0.23812838
COL1A1,0.825579428,1.41276802,0.425408213,0.038512396,1.987451586,0.127044892,,0.699139272,1.832312845,0.456911962,0.049655673,2.377308867,0.191245076,,0.699876464,1.660256137,0.233088055,0.039046348,2.235665733,0.150276035
NPPB,0.954628865,3.190220187,0.602948482,0.128940084,4.028199376,0.26413457,,1.021811603,3.72364631,0.510736586,0.179334639,4.263740793,0.24567586,,0.926142169,3.063381497,0.277633464,0.10843471,3.845381139,0.193568685
COL17A1,0.471093836,2.522139032,0.133376438,0.044991285,1.476605913,0.358889369,,0.558790512,3.180928616,0.173524022,0.042010794,1.691035283,0.383629158,,0.327068791,1.90291207,0.135687645,0.033261095,1.282633853,0.371499927
NRBF2,0.471866981,1.580234412,0.243043113,0.042858039,1.566550863,0.292075634,,0.434894413,1.835982191,0.172441225,0.055395456,1.381394128,0.229170694,,0.406317212,1.468326049,0.141238778,0.058079065,1.374810644,0.209964636
COL16A1,0.307585551,0.249062024,0.146361043,0.026275225,1.333351676,0.108807657,,0.47418204,0.548821579,0.23628488,0.028300825,1.957440988,0.135496951,,0.340195448,0.411451079,0.162969905,0.025914471,1.845324029,0.134533419
NTF3,0.081905863,0.153361768,0.030275759,0.010577827,0.26896638,0.18909464,,0.143952906,0.175896679,0.033240117,0.012688864,0.408779498,0.193427708,,0.268586401,0.45369506,0.052948163,0.017546531,1.004845892,0.206625725
COL12A1,0.555976983,2.659761997,0.419440669,0.120807139,2.368913494,0.191315928,,0.471547498,2.852369887,0.371863153,0.114783191,2.296901581,0.18794612,,0.476443782,3.150208813,0.335111155,0.089098989,2.720030923,0.168410788
NTF5,0.54469755,1.050906295,0.15358051,0.033606001,1.630711002,0.209009941,,0.539503843,1.21007946,0.111320572,0.039874722,2.12664649,0.18945894,,0.596546686,1.740350478,0.171181665,0.042553017,2.389369895,0.243023744
COL11A2,0.372297578,0.537837974,0.090994865,0.024439873,1.192605897,0.105199373,,0.269761284,0.352279713,0.082048523,0.019421275,0.920561509,0.148305396,,0.26557497,0.361780298,0.076784224,0.02077857,0.976367723,0.149092701
NTS,1.687343919,3.371317162,0.833619781,0.223695077,4.399282246,0.425902097,,1.595188954,2.597831903,0.622585548,0.182190449,4.239192875,0.426202198,,1.622209462,3.885883272,0.515744047,0.162589122,4.576538671,0.337353786
COL10A1,0.391975546,1.041051899,0.054153944,0.032282521,0.520804197,0.544403074,,0.44864398,1.503343333,0.052430629,0.039818916,0.617878356,0.687358301,,0.33046602,0.91886408,0.04195534,0.029908981,0.594319662,0.587754923
OGFR,0.314677905,0.394141331,0.210915696,0.021461307,1.220446976,0.175528805,,0.148644671,0.13767223,0.081124154,0.013120258,0.475593893,0.160176688,,0.271007318,0.330764795,0.085426747,0.019527933,0.923835923,0.156352434
CLDN5,0.605095936,2.51423712,0.259672775,0.041191436,2.408622889,0.345486022,,0.366893096,1.384826855,0.140490659,0.024598128,1.781205004,0.31684299,,0.389254287,1.290250928,0.153086905,0.02722601,2.397878575,0.273853886
OLR1,0.443142928,0.935270491,0.241809361,0.043014632,1.338665674,0.238210185,,0.401423556,0.576203238,0.13721262,0.02666143,1.000447907,0.195990106,,0.25728486,0.769719308,0.124433777,0.03332495,1.301506597,0.164518586
OPCML,0.98613058,3.764038509,0.500536853,0.15244054,2.829206177,0.22958722,,0.816827683,3.205185054,0.280456267,0.113889641,2.237694274,0.15451689,,0.799786025,3.467939596,0.182454284,0.098172,2.387373673,0.152708896
NCOA1,0.830630174,2.442184954,0.271417959,0.079618469,2.675609991,0.345713093,,0.808870414,2.243737134,0.277167982,0.062870924,2.478142461,0.455031183,,0.751467765,2.523799701,0.281193602,0.057668961,2.549894215,0.603207067
KAB,0.807007733,3.41788272,0.374994248,0.183388408,2.904882489,0.269787465,,0.875269573,3.739912392,0.328710962,0.163008087,2.927847609,0.364132871,,0.953281251,3.657308113,0.363533469,0.142422234,3.284847327,0.335400335
XCL1,1.093830207,2.425329112,0.716127007,0.192982872,2.807899678,0.410050379,,1.120359585,2.482850543,0.485303307,0.144874841,2.977194223,0.439100799,,0.957868337,1.918408176,0.443150745,0.094921046,2.891138276,0.334313148
HNF4G,0.772787438,2.547016131,0.387611449,0.111563835,2.561923122,0.250483941,,0.890144354,2.621540119,0.428870038,0.113307087,2.598882414,0.278416472,,0.729882764,2.869531935,0.338887561,0.130537889,2.673384553,0.290857418
XCL2,0.961809511,2.469768589,0.60141735,0.222885856,2.61277467,0.296304883,,0.922652365,2.227064377,0.39801135,0.123519157,2.86334185,0.290169028,,0.900112445,2.084672784,0.277053187,0.108516637,3.250839479,0.250104325
HMGA1,0.633187071,1.141319837,0.248297612,0.046587755,1.482571999,0.377909745,,0.625298997,1.09615623,0.26832831,0.043411918,1.52269757,0.306461164,,0.692051285,1.632726259,0.25012752,0.047106771,1.873581362,0.338139659
XEDAR,1.061838239,3.809749541,0.406327016,0.159899833,2.885189982,0.204717786,,0.903946179,3.785342979,0.336900573,0.113073481,3.191274666,0.218893799,,0.751141737,3.55197391,0.238358464,0.090609535,3.047923846,0.186040868
HIF3A,0.628563891,4.364501803,0.276063389,0.133422212,2.427772752,0.379303899,,0.557494734,4.214292998,0.240716896,0.112227714,2.195262533,0.501374908,,0.678352624,5.067762784,0.230018652,0.082635846,3.288536294,0.442697527
ZP3,0.709491722,2.513613173,0.451386924,0.096723826,2.418589956,0.214399152,,0.761163041,2.370415877,0.23375344,0.059132518,2.401742996,0.186109765,,0.601803251,2.493158282,0.227652508,0.063264534,2.620715418,0.22475969
HIF1A,0.213779672,0.495603638,0.08197244,0.039337008,0.279185226,0.110321297,,0.231705856,0.51753277,0.070626209,0.033838532,0.305711342,0.171256373,,0.184065996,0.473698682,0.045131753,0.027628858,0.315112877,0.148176736
CMKOR1,0.183611525,0.261318911,0.038888781,0.025962346,0.428610285,0.262093655,,0.158348392,0.28507053,0.033580328,0.015873307,0.500816291,0.256021387,,0.24107508,0.355206699,0.05345242,0.026217197,0.772466733,0.250511993
ESRRG,0.534533305,1.266283513,0.23253186,0.027797848,1.707071738,0.210788192,,0.634750561,1.150846589,0.143860118,0.025594984,1.69273001,0.239402661,,0.825916475,1.448297418,0.164928242,0.033346827,2.003270646,0.290486057
ABCC9,0.486813166,0.744455898,0.217404568,0.034849875,1.453076545,0.132998463,,0.483106172,0.836457952,0.154379931,0.033466777,1.671185213,0.176601451,,0.529226757,1.132404,0.177592485,0.031262937,2.008224477,0.16391396
ESRRB,0.591422295,1.830016321,0.182630334,0.110298453,1.33234569,0.322050278,,0.649132942,1.851408271,0.174034802,0.102648009,1.539790776,0.432237241,,0.643631279,2.139286639,0.16768233,0.106973315,1.688562434,0.317996457
ALS2CR3,0.666677932,1.793251586,0.162197058,0.067433142,1.75558397,0.149877295,,0.752153815,1.711692363,0.140910725,0.051772985,2.107485634,0.15542133,,0.559530757,1.523634057,0.109224079,0.052089806,1.883031234,0.141980896
ESRRA,0.845447605,3.229341927,0.437492906,0.14875236,2.458828933,0.210607557,,0.737511322,3.423979375,0.41462767,0.137080059,2.244951755,0.286609536,,0.787674955,3.586304678,0.326102359,0.127274659,2.240369841,0.237548383
APOL3,0.259573759,0.877063612,0.16331175,0.027473444,1.256575606,0.178838992,,0.248490392,0.774291443,0.112705047,0.026156883,1.355839381,0.197439844,,0.274364943,0.853218502,0.113737802,0.027823507,1.459983194,0.147762085
ESR2,1.169243189,5.166408641,0.496263631,0.136892972,3.484934244,0.246508348,,1.277908531,4.032863345,0.464749507,0.095761707,3.193152,0.350893264,,0.855253866,3.633910899,0.336931437,0.079180053,2.904510878,0.272678563
ARPP-19,0.445092391,0.5736384,0.186180832,0.044511337,0.949408333,0.194130462,,0.487142319,0.436820006,0.156661843,0.038889793,1.069463977,0.200958188,,0.53507336,0.559502481,0.143911521,0.036984801,1.12924267,0.189262083
